Trade ID,Symbol,Side,Entry Time,Exit Time,Entry Price,Exit Price,PnL ($),PnL (%),Reason,Leverage
87b2b0d0,DOGEUSDT,LONG,2022-05-27T02:00:00.000Z,2022-05-27T02:15:00.000Z,0.08,0.08,-242.39,-0.48,STOP_LOSS,4.9
e3f27d12,BNXUSDT,LONG,2022-05-27T02:00:00.000Z,2022-05-27T02:45:00.000Z,110.86,110.80,-49.94,-0.10,TRAILING_STOP,4.8
762334ae,SOLUSDT,LONG,2022-05-27T05:00:00.000Z,2022-05-27T05:15:00.000Z,40.97,40.87,-140.49,-0.28,TRAILING_STOP,5.1
199f2531,DOGEUSDT,LONG,2022-05-27T05:30:00.000Z,2022-05-27T06:00:00.000Z,0.08,0.08,-82.94,-0.17,TRAILING_STOP,5.0
502a6a69,XRPUSDT,LONG,2022-05-27T09:00:00.000Z,2022-05-27T10:30:00.000Z,0.39,0.39,-26.71,-0.05,TRAILING_STOP,5.2
8c631f43,BTCUSDT,LONG,2022-05-27T17:15:00.000Z,2022-05-27T17:30:00.000Z,28420.67,28405.19,-47.22,-0.09,TRAILING_STOP,5.2
b0144639,SOLUSDT,LONG,2022-05-27T17:15:00.000Z,2022-05-27T17:30:00.000Z,41.03,40.98,-82.11,-0.16,TRAILING_STOP,5.2
2a857e8f,XRPUSDT,LONG,2022-05-27T17:15:00.000Z,2022-05-27T17:30:00.000Z,0.38,0.38,-47.98,-0.10,TRAILING_STOP,5.2
34cbe0d1,XRPUSDT,LONG,2022-05-27T18:00:00.000Z,2022-05-27T18:30:00.000Z,0.38,0.38,-368.22,-0.74,STOP_LOSS,5.4
9ab4018f,ETHUSDT,LONG,2022-05-27T23:30:00.000Z,2022-05-28T00:30:00.000Z,1705.88,1743.66,652.14,2.17,TAKE_PROFIT_1,5.2
a2a3e6e7,DOGEUSDT,LONG,2022-05-29T01:30:00.000Z,2022-05-29T02:00:00.000Z,0.08,0.08,-54.46,-0.11,TRAILING_STOP,5.2
9f69206d,DOGEUSDT,LONG,2022-05-29T03:00:00.000Z,2022-05-29T08:15:00.000Z,0.08,0.08,530.09,1.77,TAKE_PROFIT_1,5.3
9f69206d,DOGEUSDT,LONG,2022-05-29T03:00:00.000Z,2022-05-30T12:30:00.000Z,0.08,0.08,1068.08,5.34,TRAILING_STOP,5.3
